Date,Open,High,Low,Close,Volume
2020-01-02,71.34404690340438,72.39407791515757,71.09117632272992,72.33386993408203,135480400
2020-01-03,71.56322072155912,72.38927264137095,71.40668140593664,71.63065338134766,146322800
2020-01-06,70.7540060340311,72.23993474282962,70.50353879987532,72.20140075683594,118387200
2020-01-07,72.211041164577,72.4663224088167,71.64268136784916,71.8618392944336,108872000
2020-01-08,71.56560624404386,73.31886213203573,71.56560624404386,73.017822265625,132079200
2020-01-09,73.99318724898775,74.76144156312063,73.74272737606113,74.56877899169922,170108400
2020-01-10,74.8024026801614,75.30092656417412,74.23644614635045,74.73737335205078,140644800
2020-01-13,75.05288582822318,76.36060178633993,74.93487315391599,76.3341064453125,121532000
2020-01-14,76.27148630079421,76.48100893453174,75.18051779267843,75.30333709716797,161954400
2020-01-15,75.10344034713454,75.98247543934815,74.54952248725758,74.9806137084961,121923600
2020-01-16,75.52248959606675,76.03064882750155,75.1612416745226,75.91986083984375,108829200
2020-01-17,76.16791647174253,76.76277166888072,75.86206254796348,76.76036834716797,137816400
2020-01-21,76.38948797518701,76.8302072165908,76.10289736234121,76.24017333984375,110843200
2020-01-22,76.72424743670398,77.0638214037391,76.41839347401398,76.51232147216797,101832400
2020-01-23,76.56525583625147,76.96021620125907,76.0185628983344,76.88074493408203,104472000
2020-01-24,77.1264324079885,77.86819158420508,76.46895853504518,76.65921783447266,146537600
2020-01-27,74.67235687385795,75.08417746726008,73.42484908589569,74.40503692626953,161940000
2020-01-28,75.28404668634916,76.68086864175731,75.18530473421498,76.50988006591797,162234000
2020-01-29,78.13793027321145,78.95675744540253,77.39857441186852,78.11143493652344,216229200
2020-01-30,77.19627050016777,78.05122092954578,76.76517927864235,77.99823760986328,126743200
2020-01-31,77.29020649112265,77.71166246110458,74.24609404973549,74.53990936279297,199588400
2020-02-03,73.28515870612867,75.4984048922783,72.78423148900761,74.33518981933594,173788400
2020-02-04,75.93672133535755,76.97952779146334,75.53212542449515,76.78926849365234,136616400
2020-02-05,77.91392932249283,78.21256585966833,76.8133331862121,77.41541290283203,118826800
2020-02-06,77.68513816517135,78.32334115153373,77.12881713275685,78.32093048095703,105425600
2020-02-07,77.82125391424971,78.06989925267796,76.76632167871378,77.2563705444336,117684000
2020-02-10,75.84415588740227,77.62329864501953,75.7644959675757,77.62329864501953,109348800
2020-02-11,78.11815777658227,78.1905758646545,76.93769137166434,77.15495300292969,94323200
2020-02-12,77.60397618630914,78.99204618157108,77.60397618630914,78.98722076416016,113730400
2020-02-13,78.26059867524006,78.75064746940821,78.05782062596876,78.42475128173828,94747600
2020-02-14,78.39337649475979,78.6927218682662,77.93712767417983,78.44407653808594,80113600
2020-02-18,76.12899353565957,77.18875828805763,75.94794093607852,77.00770568847656,152531200
2020-02-19,77.24912158938099,78.35233737517142,77.24912158938099,78.12300109863281,93984000
2020-02-20,77.8840228178166,78.37165530100644,76.81701596336808,77.32154846191406,100566000
2020-02-21,76.91598466630131,77.35775721221363,74.95578935685651,75.57136535644531,129554000
2020-02-24,71.75961758398634,73.43012593023869,69.82114748147725,71.98170471191406,222195200
2020-02-25,72.65038734565039,73.03180163978591,69.07278565467855,69.54351806640625,230673600
2020-02-26,69.1693328941365,71.90926363042658,69.16209108503992,70.64672088623047,198054800
2020-02-27,67.85853712666133,69.04141300899963,65.89350875868202,66.02869415283203,320605600
2020-02-28,62.10346116385855,67.20914325476264,61.88860853206062,65.99005126953125,426510000
2020-03-02,68.14336733709636,72.76865844299596,67.04256816593558,72.1337661743164,341397200
2020-03-03,73.30701482551375,73.38667475068135,68.99312746023453,69.8428726196289,319475600
2020-03-04,71.56164999828624,73.24181619852034,70.76260504877715,73.08248901367188,219178400
2020-03-05,71.33955724756618,72.31241302487865,70.34739243241086,70.7119140625,187572800
2020-03-06,68.07578380592835,70.20496434412061,67.88990577178768,69.7728500366211,226176800
2020-03-09,63.670171942415024,67.13189718407227,63.489119320777824,64.2543716430664,286744800
2020-03-10,66.9025978485406,69.14764840213388,65.02688714457042,68.8821029663086,285290000
2020-03-11,66.96292517997638,67.88749740945617,65.62795665733853,66.4897689819336,255598800
2020-03-12,61.784814276675704,65.17894700154001,59.86806983845157,59.92359161376953,418474000
2020-03-13,63.94538103600016,67.57367559511492,61.06301877546382,67.10293579101562,370732000
2020-03-16,58.40758489593045,62.54282496971143,57.9368487366503,58.47035217285156,322423600
2020-03-17,59.74978006097213,62.1879532458274,57.55059398806874,61.041290283203125,324056000
2020-03-18,57.88132562490314,60.350882714180244,57.2416040580175,59.5470085144043,300233600
2020-03-19,59.72081110917334,61.036459434063396,58.566902685612334,59.09074783325195,271857200
2020-03-20,59.67011183513416,60.7926402539027,55.03999474688709,55.33933639526367,401693200
2020-03-23,55.059324187329935,55.16071324010263,51.32481083433544,54.16371536254883,336752800
2020-03-24,57.05813597182242,59.793238287645494,56.56084531140466,59.59770202636719,287531200
